ID,Price
0,20966.99217045219
1,37262.55678169842
2,28213.18595557202
3,7595.406551060216
4,28401.065792479927
5,16893.317508470096
6,17417.670032701215
7,28354.64514920002
8,44255.83029057615
9,14275.8135032944
10,17648.658296377886
11,17737.555201643307
12,36876.406670812576
13,19032.701953757445
14,41819.78838759316
15,4668.56486348696
16,24467.18116343471
17,32167.346777943465
18,15538.559968811722
19,33178.5499746682
20,8221.172733933578
21,21979.45848975126
22,18603.107980746143
23,16118.634434247593
24,32528.720597731357
25,14851.303106037605
26,25361.630538481673
27,30386.369812238132
28,24643.893192259857
29,27452.14271610493
30,18202.875262966416
31,36788.59324493032
32,13241.262965469943
33,23907.45482461573
34,20804.722569121128
35,17764.439782411548
36,24369.341107704568
37,41164.977846320646
38,49019.25175701891
39,35746.27350238852
40,15393.029870050097
41,12835.980512724087
42,26407.399623713914
43,40078.17476864869
44,51414.365684748846
45,13627.643886120613
46,24349.665893639205
47,19939.71980679038
48,16998.96353005386
49,18716.683874404924
50,14779.793294792364
51,17898.10694601325
52,17279.543147633896
53,12766.913906844578
54,25734.97281679678
55,15571.63150392588
56,6352.057929625814
57,14229.57405111896
58,17795.9535110717
59,19373.21462695079
60,9856.822393894528
61,17085.07037590497
62,20725.97002212035
63,16067.733168933915
64,6070.8981529566645
65,16484.103112309713
66,17304.029114564964
67,12199.562865999773
68,18275.558039053773
69,14738.259511019198
70,16033.149105668377
71,32018.146601882407
72,27858.205710718386
73,49788.59975876415
74,13667.879191873119
75,8254.398642887769
76,7722.061047689691
77,11833.071110645727
78,8526.341488545924
79,11197.51553212716
80,32986.805054549965
81,8793.90630538595
82,21147.840502293406
83,13811.225911664013
84,11425.13219452808
85,13381.64522983471
86,33742.3778725165
87,12180.398642528737
88,9313.353479684403
89,22942.548471411526
90,33540.72333742438
91,28550.09308155324
92,9092.223547734124
93,28740.132882647526
94,18861.179840388228
95,22136.79886155985
96,12556.223949465555
97,11338.993282942625
98,28148.35757239835
99,18523.898385264074
100,17968.946995096994
101,5198.105740799507
102,30851.470162004112
103,18896.858301514116
104,21771.039363139033
105,30856.23138958456
106,25275.609775587684
107,35530.32560348777
108,48294.89954833318
109,21530.967072739477
110,13325.977905404312
111,7571.5515053615945
112,20310.524720839043
113,10580.36817661893
114,15022.464891635856
115,10975.864389926339
116,17467.304815783325
117,10176.286705335566
118,9346.525330597739
119,13114.373320642866
120,8198.524374324446
121,34053.25829063862
122,9798.56802193732
123,15938.359929690094
124,6740.863227533553
125,17699.53013304561
126,26068.27813258571
127,14075.501072544437
128,26962.879660383373
129,17009.51884819474
130,19686.652004075593
131,22529.897206541675
132,29891.108855717714
133,13949.99591347995
134,12986.341430143375
135,35075.64267852575
136,14526.405197619308
137,31924.919657199873
138,8708.215639219172
139,33390.45442630435
140,16508.969371249485
141,58255.24313893648
142,37148.93767706494
143,48186.33902236966
144,12289.173285247245
145,31875.633146370783
146,27838.881856046326
147,12314.88720630313
148,30607.07507135623
149,23909.406924704817
150,25175.791431083453
151,19032.549644181046
152,20530.122833836824
153,9119.146724343183
154,19281.295635350267
155,34282.40778429147
156,32033.331998695605
157,46160.48851202528
158,8999.970332690831
159,18362.02234310522
160,14295.2553743657
161,16737.626638304864
162,16015.745761962942
163,6874.101705847041
164,17505.127755278798
165,17714.443844609323
166,13447.571216548089
167,18646.72367738014
168,26000.97961382295
169,16734.17665535187
170,31643.462775582295
171,17938.781846681923
172,11281.613128915582
173,28733.21378428935
174,9124.746659210445
175,21344.089263316215
176,23039.48731896397
177,17453.35848921592
178,12136.443560669442
179,34122.3966393716
180,5556.418983332429
181,15488.795818454022
182,10120.048611535256
183,14459.003487288377
184,16940.936866432967
185,16696.783859811156
186,13121.498469602404
187,23769.403913217055
188,8793.577374639755
189,17509.956639743818
190,35742.58679505058
191,10317.876733969753
192,12461.82358767949
193,15493.718616596516
194,38961.07160728441
195,9004.504354663262
196,17695.082775362265
197,15008.65246928378
198,11073.063254195467
199,19271.87964745582
200,12115.608528006143
201,21917.27366626978
202,11540.546638441565
203,25723.06404067716
204,29021.70819198826
205,15976.952752383731
206,22454.60427306249
207,15298.35928509747
208,16477.845566739517
209,13371.015786423146
210,13757.43492384804
211,19127.70433286424
212,39301.82059482543
213,42533.67853127723
214,13475.24674754711
215,21886.276616152416
216,10301.91516216873
217,24671.12873967307
218,17699.564100602012
219,45230.47147504304
220,26622.558743680343
221,20036.496280384785
222,11332.922344469152
223,16958.42239874893
224,10704.03055183544
225,12946.594982521461
226,21897.440745871405
227,9296.0438400193
228,50673.74320195809
229,30396.041730693476
230,6839.073346109666
231,14255.364991010643
232,16438.65252601655
233,17451.991724144413
234,19361.29303747015
235,24476.731328270114
236,15849.147489439405
237,21426.915477914772
238,30147.312730409743
239,22220.82444060931
240,19853.20376804355
241,26579.940466486547
242,31087.47657683399
243,12116.499811046608
244,15066.226211844756
245,8683.208428020436
246,20239.339842359113
247,27208.4343292362
248,11330.676294653038
249,27638.601770824018
250,24878.199003969872
251,8465.585998267663
252,8285.406078582913
253,15687.143138255145
254,17139.20012976897
255,16561.707186360825
256,17706.586158945
257,12200.101708925493
258,71152.31009774214
259,21866.826151983718
260,21865.79002663511
261,46254.34063021815
262,44740.9493477588
263,6682.021021237295
264,16519.114664687346
265,11206.352338903445
266,19567.786713665628
267,14669.104328632084
268,26468.67902845253
269,12468.294107425601
270,34599.69780843122
271,22849.813385728157
272,15511.757686707639
273,20294.237619859083
274,22197.469781226042
275,18976.40720608956
276,18123.47759014732
277,15954.223228679453
278,19110.02920361774
279,43512.80007399692
280,14420.630791079086
281,38891.38125108827
282,9698.96499557834
283,55118.45898253341
284,10371.512893801173
285,18610.589788715923
286,23124.646089953196
287,34622.89362321376
288,45010.39538838869
289,16012.798574469332
290,32860.130089970226
291,12135.796439174683
292,23522.380247777182
293,38172.48137150713
294,22392.325553534498
295,23848.631282275288
296,26006.79093033838
297,12866.45609113662
298,28289.731639705482
299,15893.678539821034
300,16241.255973321684
301,19248.19220759422
302,9229.614940805019
303,13310.335888046422
304,14261.075540885498
305,38342.753412904116
306,18674.27412922457
307,34527.792943806875
308,41860.2966919919
309,6901.406137300544
310,27983.744196000982
311,16824.713914804714
312,23441.987299566375
313,14795.129208401408
314,18552.31418962908
315,19368.318468139973
316,16687.56229928377
317,14586.351224226706
318,14664.865279255524
319,25460.1522977411
320,8409.992958994057
321,25745.85922964036
322,24415.089137002724
323,16158.96883575977
324,15185.308452264435
325,8368.721246626064
326,27540.008032887825
327,14042.40280852767
328,46473.07272846871
329,12775.495856067626
330,27178.194505270607
331,13403.186688898846
332,16489.015580382482
333,13944.797911314034
334,11758.431455645126
335,27253.12003799996
336,15806.46488987048
337,10173.750493967102
338,6347.981162624922
339,9226.07560982577
340,18380.672875138847
341,17173.61714025541
342,15491.853052692335
343,32424.54597511341
344,14208.333543737459
345,16413.197663796298
346,30937.223662459935
347,30708.86633164591
348,29513.21596593748
349,14268.329274835585
350,34300.05305782023
351,10267.749581460343
352,18002.710192033876
353,25591.95791547482
354,11127.954430174044
355,18970.327564397558
356,11754.2023072601
357,36967.89064899531
358,39368.90795258013
359,30091.67634578525
360,34308.73631747297
361,12233.311823653507
362,18064.424481624657
363,13967.933142701939
364,6901.237754644259
365,15677.938877953311
366,12650.658349182911
367,17275.39707106426
368,16930.725673501955
369,28139.29813013564
370,21860.35044256882
371,20874.210975667127
372,8602.744085481732
373,32306.971489326606
374,12668.457713857013
375,33448.58926895652
376,16340.995278283048
377,7929.781867574209
378,14386.640029968152
379,24554.647656936988
380,11005.909793582503
381,26138.52853712755
382,8267.935817980135
383,18913.80731378449
384,9047.00355638632
385,11555.919289146643
386,15237.65025753468
387,37263.83281074829
388,6476.838406860503
389,13961.09215768205
390,36035.799392736175
391,8730.846015579296
392,16296.547353842801
393,8499.95205848744
394,34839.31976010891
395,25018.875347283432
396,20303.7257600238
397,14436.879235887722
398,24536.002517859706
399,36379.30104747613
400,31084.78476073424
401,26279.640635683478
402,8583.839946867087
403,9990.57869981282
404,8306.950220020004
405,7938.975929765438
406,10343.758503554443
407,8619.117254058732
408,13296.667388750087
409,9820.45204901916
410,10941.23093427426
411,14328.07406054494
412,22322.449570255834
413,16130.782642561368
414,13562.124853888981
415,14160.099189756034
416,23895.353390175682
417,16194.309052356337
418,17547.73505819498
419,12417.658625126329
420,30755.816827221315
